Week,Day,Date,,,,OT,Rec,,Opp,Tm,OppScore,1stD,TotYd,PassY,RushY,TOL,1stD,TotYd,DPassY,DRushY,TOG,Offense,Defense,Sp. Tms
5,Sun,October 6,1:00PM ET,boxscore,W,,3-2,,Jacksonville Jaguars,34,27,22,445,160,285,,28,507,358,149,3,16.10,-5.62,-6.41
6,Sun,October 13,9:30AM ET,boxscore,W,,4-2,@,Tampa Bay Buccaneers,37,26,17,268,209,59,1,23,407,365,42,7,-2.76,14.39,-0.09
8,Sun,October 27,4:05PM ET,boxscore,L,,4-3,@,San Francisco 49ers,13,51,12,230,100,130,3,24,388,156,232,1,-30.05,-15.84,7.14
9,Sun,November 3,1:00PM ET,boxscore,W,,5-3,,Tennessee Titans,30,20,22,370,214,156,1,24,431,310,121,3,9.15,-5.05,4.67
10,Sun,November 10,4:25PM ET,boxscore,L,,5-4,@,Green Bay Packers,16,24,26,401,281,120,2,23,388,225,163,,8.55,-17.83,0.11
11,Sun,November 17,1:00PM ET,boxscore,L,,5-5,,Atlanta Falcons,3,29,17,347,270,77,4,20,349,295,54,,-19.30,-6.14,1.12
12,Sun,November 24,1:00PM ET,boxscore,L,,5-6,@,New Orleans Saints,31,34,26,351,230,121,1,23,418,300,118,1,16.55,-15.06,-5.89
13,Sun,December 1,1:00PM ET,boxscore,L,,5-7,,Washington Redskins,21,29,22,278,213,65,2,20,362,114,248,,-4.35,-2.59,-0.75
14,Sun,December 8,1:00PM ET,boxscore,L,,5-8,@,Atlanta Falcons,20,40,27,345,245,100,4,22,461,302,159,,2.41,-19.83,-5.06
15,Sun,December 15,1:00PM ET,boxscore,L,,5-9,,Seattle Seahawks,24,30,28,414,269,145,3,21,428,274,154,1,6.32,-16.22,3.89
16,Sun,December 22,1:00PM ET,boxscore,L,,5-10,@,Indianapolis Colts,6,38,19,286,199,87,3,25,324,106,218,,-11.07,-12.71,-6.22
17,Sun,December 29,1:00PM ET,boxscore,L,,5-11,,New Orleans Saints,10,42,16,329,288,41,3,25,379,264,115,,-14.97,-17.52,2.88
,,,,,,,,,,,,,,,,,,,,,,,,
1,Sun,September 13,1:00PM ET,boxscore,L,,0-1,,Las Vegas Raiders,30,34,22,388,259,129,,23,372,239,133,,16.44,-19.49,0.04
2,Sun,September 20,1:00PM ET,boxscore,L,,0-2,@,Tampa Bay Buccaneers,17,31,24,427,340,87,4,20,339,217,122,2,0.25,-7.61,-4.83
3,Sun,September 27,4:05PM ET,boxscore,W,,1-2,@,Los Angeles Chargers,21,16,14,302,221,81,,26,436,319,117,4,1.18,5.44,-0.62
4,Sun,October 4,1:00PM ET,boxscore,W,,2-2,,Arizona Cardinals,31,21,30,444,276,168,1,21,262,133,129,1,23.36,-8.53,-3.47
5,Sun,October 11,1:00PM ET,boxscore,W,,3-2,@,Atlanta Falcons,23,16,24,437,313,124,,21,373,207,166,1,18.13,-6.82,-2.46
6,Sun,October 18,1:00PM ET,boxscore,L,,3-3,,Chicago Bears,16,23,23,303,191,112,3,22,261,198,63,1,-3.15,-1.01,-2.23
7,Sun,October 25,1:00PM ET,boxscore,L,,3-4,@,New Orleans Saints,24,27,18,283,246,37,,26,415,277,138,1,17.99,-21.29,-1.07
8,Thu,October 29,8:20PM ET,boxscore,L,,3-5,,Atlanta Falcons,17,25,18,304,157,147,1,28,401,270,131,1,2.21,-15.40,6.84
9,Sun,November 8,1:00PM ET,boxscore,L,,3-6,@,Kansas City Chiefs,31,33,30,435,331,104,,24,397,361,36,1,19.28,-20.48,1.85
10,Sun,November 15,1:00PM ET,boxscore,L,,3-7,,Tampa Bay Buccaneers,23,46,13,187,122,65,1,30,544,334,210,1,-6.81,-27.30,11.18
11,Sun,November 22,1:00PM ET,boxscore,W,,4-7,,Detroit Lions,20,0,20,374,258,116,2,10,185,145,40,1,-1.61,18.63,3.12
12,Sun,November 29,1:00PM ET,boxscore,L,,4-8,@,Minnesota Vikings,27,28,21,374,267,107,1,26,387,291,96,3,7.73,-0.99,-7.86
14,Sun,December 13,1:00PM ET,boxscore,L,,4-9,,Denver Broncos,27,32,22,370,245,125,,23,365,269,96,1,7.47,-8.51,-5.30
15,Sat,December 19,8:15PM ET,boxscore,L,,4-10,@,Green Bay Packers,16,24,20,364,249,115,1,20,291,96,195,,-1.00,-6.96,-4.27
