Week,Day,Date,,,,OT,Rec,,Opp,Tm,OppScore,1stD,TotYd,PassY,RushY,TOL,1stD,TotYd,DPassY,DRushY,TOG,Offense,Defense,Sp. Tms
8,Sun,October 29,4:25PM ET,boxscore,L,,1-7,,Baltimore Ravens,24,31,22,310,181,129,2,21,268,138,130,,-3.72,-9.20,1.65
9,Sun,November 5,1:00PM ET,boxscore,L,,1-8,@,Cleveland Browns,0,27,7,58,17,41,3,17,326,213,113,,-35.86,-0.59,7.62
10,Sun,November 12,4:05PM ET,boxscore,W,,2-8,,Atlanta Falcons,25,23,20,352,230,122,1,20,254,70,184,,0.59,-4.70,6.18
11,Sun,November 19,1:00PM ET,boxscore,L,,2-9,@,Houston Texans,16,21,20,319,196,123,2,22,419,308,111,3,-1.11,-4.22,0.49
12,Sun,November 26,4:05PM ET,boxscore,L,,2-10,,Los Angeles Rams,14,37,19,292,219,73,,25,457,229,228,1,-1.35,-22.85,4.78
13,Sun,December 3,1:00PM ET,boxscore,W,,3-10,@,Pittsburgh Steelers,24,10,18,282,132,150,,18,317,187,130,1,6.39,2.22,7.39
15,Sun,December 17,4:05PM ET,boxscore,L,,3-11,,San Francisco 49ers,29,45,22,436,202,234,2,24,406,262,144,,5.83,-26.28,1.07
16,Sun,December 24,4:25PM ET,boxscore,L,,3-12,@,Chicago Bears,16,27,16,306,213,93,,22,420,170,250,1,-4.06,-9.80,4.35
17,Sun,December 31,1:00PM ET,boxscore,W,,4-12,@,Philadelphia Eagles,35,31,32,449,228,221,1,17,275,184,91,1,21.16,-13.61,-3.99
18,Sun,January 7,4:25PM ET,boxscore,L,,4-13,,Seattle Seahawks,20,21,24,466,260,206,,18,327,189,138,,18.03,-10.16,-6.27
,,,,,,,,,,,,,,,,,,,,,,,,
1,Sun,September 8,1:00PM ET,boxscore,L,,0-1,@,Buffalo Bills,28,34,18,270,146,124,1,23,352,222,130,1,3.22,-13.51,2.25
2,Sun,September 15,4:05PM ET,boxscore,W,,1-1,,Los Angeles Rams,41,10,24,489,258,231,1,14,245,192,53,1,26.58,8.89,-4.42
3,Sun,September 22,4:25PM ET,boxscore,L,,1-2,,Detroit Lions,13,20,17,277,200,77,1,23,373,186,187,1,-5.25,-5.52,2.55
4,Sun,September 29,4:05PM ET,boxscore,L,,1-3,,Washington Commanders,14,42,17,296,115,181,1,29,449,233,216,1,2.67,-31.77,5.34
5,Sun,October 6,4:05PM ET,boxscore,W,,2-3,@,San Francisco 49ers,24,23,19,358,189,169,1,22,384,231,153,3,5.15,0.37,-4.89
6,Sun,October 13,1:00PM ET,boxscore,L,,2-4,@,Green Bay Packers,13,34,16,303,214,89,3,27,437,258,179,1,-6.86,-22.31,3.96
7,Mon,October 21,9:00PM ET,boxscore,W,,3-4,,Los Angeles Chargers,17,15,22,326,145,181,1,20,395,336,59,2,9.33,-3.92,-3.41
8,Sun,October 27,1:00PM ET,boxscore,W,,4-4,@,Miami Dolphins,28,27,22,389,307,82,,22,377,227,150,,12.76,-17.63,3.43
9,Sun,November 3,4:05PM ET,boxscore,W,,5-4,,Chicago Bears,29,9,18,350,137,213,2,16,241,172,69,,1.12,12.48,4.01
10,Sun,November 10,4:25PM ET,boxscore,W,,6-4,,New York Jets,31,6,28,406,259,147,,17,207,128,79,1,30.29,2.78,-6.95
12,Sun,November 24,4:25PM ET,boxscore,L,,6-5,@,Seattle Seahawks,6,16,15,298,249,49,1,17,285,220,65,1,-11.53,-0.58,1.29
