Week,Day,Date,,,,OT,Rec,,Opp,Tm,OppScore,1stD,TotYd,PassY,RushY,TOL,1stD,TotYd,DPassY,DRushY,TOG,Offense,Defense,Sp. Tms
8,Sun,October 30,1:00PM ET,boxscore,L,,3-5,@,Dallas Cowboys,29,49,22,371,131,240,1,24,442,242,200,1,1.52,-26.47,3.05
9,Sun,November 6,1:00PM ET,boxscore,L,,3-6,,Miami Dolphins,32,35,23,368,116,252,,21,379,302,77,,17.18,-19.83,-2.01
10,Sun,November 13,1:00PM ET,boxscore,L,,3-7,,Detroit Lions,30,31,19,408,150,258,1,25,323,228,95,,9.38,-13.55,-2.09
11,Sun,November 20,1:00PM ET,boxscore,L,,3-8,@,Atlanta Falcons,24,27,20,288,128,160,1,18,280,131,149,2,3.91,-4.06,-5.42
12,Sun,November 27,1:00PM ET,boxscore,L,,3-9,@,New York Jets,10,31,14,292,165,127,1,22,466,308,158,,-3.97,-20.96,3.63
13,Sun,December 4,1:00PM ET,boxscore,L,,3-10,,Green Bay Packers,19,28,15,409,254,155,3,21,357,182,175,,7.73,-13.69,0.33
15,Sun,December 18,1:00PM ET,boxscore,L,,3-11,,Philadelphia Eagles,20,25,15,248,91,157,1,20,421,309,112,3,-6.32,-5.25,2.12
16,Sat,December 24,1:00PM ET,boxscore,L,,3-12,,Buffalo Bills,13,35,11,209,129,80,2,20,426,172,254,3,-20.55,-9.47,9.39
17,Sun,January 1,1:00PM ET,boxscore,L,,3-13,@,Detroit Lions,10,41,9,230,30,200,2,26,504,239,265,,-10.91,-22.92,6.73
18,Sun,January 8,1:00PM ET,boxscore,L,,3-14,,Minnesota Vikings,13,29,13,259,141,118,2,28,482,341,141,2,-5.75,-16.54,5.65
,,,,,,,,,,,,,,,,,,,,,,,,
1,Sun,September 10,4:25PM ET,boxscore,L,,0-1,,Green Bay Packers,20,38,22,311,189,122,2,15,329,237,92,,-6.45,-8.05,-2.11
2,Sun,September 17,1:00PM ET,boxscore,L,,0-2,@,Tampa Bay Buccaneers,17,27,14,236,169,67,2,19,437,317,120,,-7.04,-14.15,8.78
3,Sun,September 24,4:25PM ET,boxscore,L,,0-3,@,Kansas City Chiefs,10,41,11,203,87,116,2,31,456,303,153,2,-13.60,-20.09,1.47
4,Sun,October 1,1:00PM ET,boxscore,L,,0-4,,Denver Broncos,28,31,26,471,300,171,2,17,311,214,97,,13.11,-13.54,-1.50
5,Thu,October 5,8:15PM ET,boxscore,W,,1-4,@,Washington Commanders,40,20,18,451,273,178,,23,388,359,29,2,19.81,-4.63,0.51
6,Sun,October 15,1:00PM ET,boxscore,L,,1-5,,Minnesota Vikings,13,19,18,275,113,162,3,12,220,174,46,1,-15.39,8.38,-0.79
7,Sun,October 22,1:00PM ET,boxscore,W,,2-5,,Las Vegas Raiders,30,12,23,323,150,173,,20,235,196,39,3,12.58,6.37,2.41
8,Sun,October 29,8:20PM ET,boxscore,L,,2-6,@,Los Angeles Chargers,13,30,17,295,222,73,2,20,352,298,54,1,-6.71,-7.29,-5.12
9,Sun,November 5,1:00PM ET,boxscore,L,,2-7,@,New Orleans Saints,17,24,20,368,212,156,5,18,301,214,87,,-5.71,-5.10,-3.16
10,Thu,November 9,8:15PM ET,boxscore,W,,3-7,,Carolina Panthers,16,13,21,295,162,133,,12,213,170,43,,-0.42,6.28,-1.84
11,Sun,November 19,1:00PM ET,boxscore,L,,3-8,@,Detroit Lions,26,31,25,334,151,183,1,23,338,223,115,4,4.18,-11.72,1.30
12,Mon,November 27,8:15PM ET,boxscore,W,,4-8,@,Minnesota Vikings,12,10,18,317,199,118,2,15,242,169,73,4,-7.29,10.19,-3.55
14,Sun,December 10,1:00PM ET,boxscore,W,,5-8,,Detroit Lions,28,13,20,336,194,142,,13,267,127,140,3,3.69,10.07,-0.72
15,Sun,December 17,1:00PM ET,boxscore,L,,5-9,@,Cleveland Browns,17,20,12,236,148,88,3,14,377,348,29,3,-20.51,20.66,-3.15
16,Sun,December 24,4:25PM ET,boxscore,W,,6-9,,Arizona Cardinals,27,16,22,420,170,250,1,16,306,213,93,,9.80,4.06,-4.35
17,Sun,December 31,1:00PM ET,boxscore,W,,7-9,,Atlanta Falcons,37,17,22,432,240,192,,15,307,173,134,4,10.27,4.29,7.60
18,Sun,January 7,4:25PM ET,boxscore,L,,7-10,@,Green Bay Packers,9,17,13,192,117,75,,24,432,308,124,1,-1.05,-20.31,8.08
,,,,,,,,,,,,,,,,,,,,,,,,
1,Sun,September 8,1:00PM ET,boxscore,W,,1-0,,Tennessee Titans,24,17,11,148,64,84,1,16,244,104,140,3,-12.59,15.20,2.68
2,Sun,September 15,8:20PM ET,boxscore,L,,1-1,@,Houston Texans,13,19,15,205,134,71,2,15,310,235,75,1,-13.71,7.01,-0.27
3,Sun,September 22,1:00PM ET,boxscore,L,,1-2,@,Indianapolis Colts,16,21,26,395,332,63,3,15,306,156,150,2,-6.47,2.98,-2.36
4,Sun,September 29,1:00PM ET,boxscore,W,,2-2,,Los Angeles Rams,24,18,17,264,133,131,,21,322,203,119,2,5.29,0.67,3.65
5,Sun,October 6,1:00PM ET,boxscore,W,,3-2,,Carolina Panthers,36,10,24,424,296,128,,14,292,172,120,3,13.90,10.09,-2.68
6,Sun,October 13,9:30AM ET,boxscore,W,,4-2,,Jacksonville Jaguars,35,16,25,373,221,152,1,17,278,210,68,2,20.35,4.25,-7.15
8,Sun,October 27,4:25PM ET,boxscore,L,,4-3,@,Washington Commanders,15,18,15,307,105,202,1,23,481,313,168,,-3.45,-6.47,4.51
9,Sun,November 3,4:05PM ET,boxscore,L,,4-4,@,Arizona Cardinals,9,29,16,241,172,69,,18,350,137,213,2,-12.48,-1.12,-4.01
10,Sun,November 10,1:00PM ET,boxscore,L,,4-5,,New England Patriots,3,19,11,142,69,73,,16,328,184,144,1,-20.08,-0.04,2.41
11,Sun,November 17,1:00PM ET,boxscore,L,,4-6,,Green Bay Packers,19,20,23,391,212,179,,19,366,260,106,1,16.11,-13.66,-2.17
12,Sun,November 24,1:00PM ET,boxscore,L,OT,4-7,,Minnesota Vikings,27,30,20,398,320,78,1,22,452,328,124,1,3.44,-11.47,3.03
