Week,Day,Date,,,,OT,Rec,,Opp,Tm,OppScore,1stD,TotYd,PassY,RushY,TOL,1stD,TotYd,DPassY,DRushY,TOG,Offense,Defense,Sp. Tms
1,Sun,September 10,4:25PM ET,boxscore,L,,0-1,,Miami Dolphins,34,36,30,433,200,233,,30,536,466,70,2,18.83,-26.53,3.22
2,Sun,September 17,1:00PM ET,boxscore,L,OT,0-2,@,Tennessee Titans,24,27,19,342,281,61,,22,341,200,141,,6.80,-9.86,0.06
3,Sun,September 24,1:00PM ET,boxscore,W,,1-2,@,Minnesota Vikings,28,24,24,475,445,30,1,29,475,345,130,2,15.21,-8.26,-4.83
4,Sun,October 1,4:05PM ET,boxscore,W,,2-2,,Las Vegas Raiders,24,17,16,305,150,155,1,22,264,188,76,3,4.86,8.27,-6.07
6,Mon,October 16,8:15PM ET,boxscore,L,,2-3,,Dallas Cowboys,17,20,18,272,219,53,1,20,342,246,96,1,-1.30,-8.96,5.38
7,Sun,October 22,4:25PM ET,boxscore,L,,2-4,@,Kansas City Chiefs,17,31,16,358,219,139,2,25,483,415,68,2,3.03,-19.19,2.58
8,Sun,October 29,8:20PM ET,boxscore,W,,3-4,,Chicago Bears,30,13,20,352,298,54,1,17,295,222,73,2,7.29,6.71,5.12
9,Mon,November 6,8:15PM ET,boxscore,W,,4-4,@,New York Jets,27,6,14,191,107,84,,17,270,206,64,3,-6.47,25.20,1.49
10,Sun,November 12,4:05PM ET,boxscore,L,,4-5,,Detroit Lions,38,41,24,421,323,98,1,23,533,333,200,,25.22,-31.55,2.59
11,Sun,November 19,1:00PM ET,boxscore,L,,4-6,@,Green Bay Packers,20,23,17,394,244,150,1,23,397,295,102,,2.45,-12.80,4.58
12,Sun,November 26,8:20PM ET,boxscore,L,,4-7,,Baltimore Ravens,10,20,16,279,193,86,4,20,361,164,197,,-16.16,-1.22,5.76
13,Sun,December 3,1:00PM ET,boxscore,W,,5-7,@,New England Patriots,6,0,13,241,212,29,,13,257,109,148,1,-9.06,13.06,4.71
14,Sun,December 10,4:25PM ET,boxscore,L,,5-8,,Denver Broncos,7,24,17,283,207,76,2,19,322,216,106,1,-21.60,1.17,2.39
15,Thu,December 14,8:15PM ET,boxscore,L,,5-9,@,Las Vegas Raiders,21,63,18,326,234,92,5,20,378,254,124,,-15.82,-22.25,-3.05
16,Sat,December 23,8:00PM ET,boxscore,L,,5-10,,Buffalo Bills,22,24,18,273,175,98,,16,335,230,105,3,-4.02,-7.67,9.12
17,Sun,December 31,4:25PM ET,boxscore,L,,5-11,@,Denver Broncos,9,16,17,301,215,86,1,16,313,212,101,,-5.75,-2.08,-1.20
18,Sun,January 7,4:25PM ET,boxscore,L,,5-12,,Kansas City Chiefs,12,13,22,353,235,118,1,12,268,145,123,1,-8.89,3.31,1.81
,,,,,,,,,,,,,,,,,,,,,,,,
1,Sun,September 8,4:05PM ET,boxscore,W,,1-0,,Las Vegas Raiders,22,10,11,316,140,176,,14,296,225,71,3,-5.13,14.87,-0.65
2,Sun,September 15,1:00PM ET,boxscore,W,,2-0,@,Carolina Panthers,26,3,21,349,130,219,2,7,159,69,90,1,6.70,22.45,-5.45
3,Sun,September 22,1:00PM ET,boxscore,L,,2-1,@,Pittsburgh Steelers,10,20,10,166,105,61,,20,346,232,114,1,-6.58,-10.48,4.19
4,Sun,September 29,4:25PM ET,boxscore,L,,2-2,,Kansas City Chiefs,10,17,12,224,169,55,,16,329,228,101,2,-10.62,4.00,-0.87
6,Sun,October 13,4:05PM ET,boxscore,W,,3-2,@,Denver Broncos,23,16,22,350,222,128,,17,316,206,110,2,8.10,0.86,-0.01
7,Mon,October 21,9:00PM ET,boxscore,L,,3-3,@,Arizona Cardinals,15,17,20,395,336,59,2,22,326,145,181,1,3.92,-9.33,3.41
8,Sun,October 27,4:05PM ET,boxscore,W,,4-3,,New Orleans Saints,26,8,19,378,256,122,,15,366,249,117,,8.93,4.86,-1.06
9,Sun,November 3,1:00PM ET,boxscore,W,,5-3,@,Cleveland Browns,27,10,13,342,246,96,,21,292,213,79,3,7.05,16.12,-2.49
10,Sun,November 10,4:05PM ET,boxscore,W,,6-3,,Tennessee Titans,27,17,23,309,164,145,,19,289,157,132,,14.29,-7.48,0.84
11,Sun,November 17,8:20PM ET,boxscore,W,,7-3,,Cincinnati Bengals,34,27,24,435,280,155,1,24,452,342,110,,16.01,-14.21,3.71
12,Mon,November 25,8:15PM ET,boxscore,L,,7-4,,Baltimore Ravens,23,30,19,285,202,83,,19,389,177,212,,8.34,-17.12,1.62
