Week,Day,Date,,,,OT,Rec,,Opp,Tm,OppScore,1stD,TotYd,PassY,RushY,TOL,1stD,TotYd,DPassY,DRushY,TOG,Offense,Defense,Sp. Tms
13,Sun,December 5,1:00PM ET,boxscore,L,,5-7,@,Detroit Lions,27,29,26,426,326,100,1,23,372,272,100,2,2.07,-5.16,-1.98
14,Thu,December 9,8:20PM ET,boxscore,W,,6-7,,Pittsburgh Steelers,36,28,22,458,216,242,2,22,375,269,106,1,8.68,-6.41,1.31
15,Mon,December 20,8:15PM ET,boxscore,W,,7-7,@,Chicago Bears,17,9,13,193,61,132,1,24,370,255,115,3,-4.65,7.72,5.92
16,Sun,December 26,1:00PM ET,boxscore,L,,7-8,,Los Angeles Rams,23,30,19,361,295,66,1,22,356,197,159,3,-1.81,0.84,-7.80
17,Sun,January 2,8:20PM ET,boxscore,L,,7-9,@,Green Bay Packers,10,37,11,206,179,27,,29,481,307,174,,-13.56,-21.96,7.80
18,Sun,January 9,1:00PM ET,boxscore,W,,8-9,,Chicago Bears,31,17,11,331,227,104,,24,356,266,90,2,7.18,12.22,-1.20
,,,,,,,,,,,,,,,,,,,,,,,,
1,Sun,September 11,4:25PM ET,boxscore,W,,1-0,,Green Bay Packers,23,7,19,395,269,126,,21,338,227,111,2,9.99,1.89,1.12
2,Mon,September 19,8:30PM ET,boxscore,L,,1-1,@,Philadelphia Eagles,7,24,20,264,202,62,3,25,486,323,163,1,-7.86,-14.26,7.37
3,Sun,September 25,1:00PM ET,boxscore,W,,2-1,,Detroit Lions,28,24,30,373,250,123,1,23,416,277,139,1,11.58,-8.25,1.93
4,Sun,October 2,9:30AM ET,boxscore,W,,3-1,@,New Orleans Saints,28,25,23,344,263,81,1,19,338,227,111,2,6.41,-7.36,2.69
5,Sun,October 9,1:00PM ET,boxscore,W,,4-1,,Chicago Bears,29,22,29,429,312,117,1,14,271,193,78,1,21.45,-1.82,-9.74
6,Sun,October 16,1:00PM ET,boxscore,W,,5-1,@,Miami Dolphins,24,16,11,234,156,78,,23,458,385,73,3,-4.43,8.38,4.75
8,Sun,October 30,1:00PM ET,boxscore,W,,6-1,,Arizona Cardinals,34,26,25,381,208,173,1,25,375,297,78,3,10.22,-2.87,3.71
9,Sun,November 6,1:00PM ET,boxscore,W,,7-1,@,Washington Commanders,20,17,17,301,245,56,1,18,263,126,137,1,-2.12,1.76,2.55
10,Sun,November 13,1:00PM ET,boxscore,W,OT,8-1,@,Buffalo Bills,33,30,24,481,334,147,2,29,486,311,175,4,4.80,-1.45,0.39
11,Sun,November 20,4:25PM ET,boxscore,L,,8-2,,Dallas Cowboys,3,40,16,183,110,73,1,23,458,307,151,,-14.35,-24.31,0.94
12,Thu,November 24,8:20PM ET,boxscore,W,,9-2,,New England Patriots,33,26,23,358,301,57,1,17,409,364,45,,9.14,-11.53,7.59
13,Sun,December 4,1:00PM ET,boxscore,W,,10-2,,New York Jets,27,22,21,287,159,128,,23,486,366,120,2,5.08,-1.01,0.01
14,Sun,December 11,1:00PM ET,boxscore,L,,10-3,@,Detroit Lions,23,34,23,416,394,22,2,23,464,330,134,,7.96,-19.88,0.55
15,Sat,December 17,1:00PM ET,boxscore,W,OT,11-3,,Indianapolis Colts,39,36,32,518,426,92,3,20,341,170,171,1,4.19,10.70,-12.83
16,Sat,December 24,1:00PM ET,boxscore,W,,12-3,,New York Giants,27,24,23,353,270,83,,23,445,319,126,2,7.38,-6.20,3.12
17,Sun,January 1,4:25PM ET,boxscore,L,,12-4,@,Green Bay Packers,17,41,18,346,244,102,4,20,315,152,163,,-10.20,-9.54,-4.19
18,Sun,January 8,1:00PM ET,boxscore,W,,13-4,@,Chicago Bears,29,13,28,482,341,141,2,13,259,141,118,2,16.54,5.75,-5.65
,,,,,,,,,,,,,,,,,,,,,,,,
1,Sun,September 10,1:00PM ET,boxscore,L,,0-1,,Tampa Bay Buccaneers,17,20,18,369,328,41,3,16,242,169,73,,0.10,3.09,-7.66
2,Thu,September 14,8:15PM ET,boxscore,L,,0-2,@,Philadelphia Eagles,28,34,19,374,346,28,4,24,430,171,259,1,7.44,-14.53,0.51
3,Sun,September 24,1:00PM ET,boxscore,L,,0-3,,Los Angeles Chargers,24,28,29,475,345,130,2,24,475,445,30,1,8.26,-15.21,4.83
4,Sun,October 1,1:00PM ET,boxscore,W,,1-3,@,Carolina Panthers,21,13,14,265,130,135,2,20,232,149,83,1,-5.73,14.29,0.38
5,Sun,October 8,4:25PM ET,boxscore,L,,1-4,,Kansas City Chiefs,20,27,24,329,259,70,1,21,333,266,67,,10.22,-15.55,-0.17
6,Sun,October 15,1:00PM ET,boxscore,W,,2-4,@,Chicago Bears,19,13,12,220,174,46,1,18,275,113,162,3,-8.38,15.39,0.79
7,Mon,October 23,8:15PM ET,boxscore,W,,3-4,,San Francisco 49ers,22,17,24,452,378,74,1,19,325,260,65,3,16.30,-5.43,-6.07
8,Sun,October 29,1:00PM ET,boxscore,W,,4-4,@,Green Bay Packers,24,10,24,346,284,62,1,16,270,196,74,1,13.60,10.54,-9.64
9,Sun,November 5,1:00PM ET,boxscore,W,,5-4,@,Atlanta Falcons,31,28,23,363,217,146,2,18,370,260,110,2,1.90,3.40,-3.43
10,Sun,November 12,1:00PM ET,boxscore,W,,6-4,,New Orleans Saints,27,19,23,388,263,125,,16,280,215,65,2,10.78,0.04,-4.27
11,Sun,November 19,8:20PM ET,boxscore,L,,6-5,@,Denver Broncos,20,21,19,385,210,175,3,13,295,249,46,,-1.96,3.68,-5.21
12,Mon,November 27,8:15PM ET,boxscore,L,,6-6,,Chicago Bears,10,12,15,242,169,73,4,18,317,199,118,2,-10.19,7.29,3.55
14,Sun,December 10,4:05PM ET,boxscore,W,,7-6,@,Las Vegas Raiders,3,0,16,231,99,132,,8,202,146,56,3,-10.05,20.46,-6.43
15,Sat,December 16,1:00PM ET,boxscore,L,OT,7-7,@,Cincinnati Bengals,24,27,24,424,281,143,2,22,378,298,80,1,8.62,-9.29,-1.35
16,Sun,December 24,1:00PM ET,boxscore,L,,7-8,,Detroit Lions,24,30,19,390,373,17,4,28,389,246,143,1,11.43,-15.44,-0.61
17,Sun,December 31,8:20PM ET,boxscore,L,,7-9,,Green Bay Packers,10,33,13,211,144,67,2,28,470,293,177,1,-14.27,-22.54,12.19
18,Sun,January 7,1:00PM ET,boxscore,L,,7-10,@,Detroit Lions,20,30,24,448,359,89,2,19,381,311,70,,4.55,-17.81,-1.13
,,,,,,,,,,,,,,,,,,,,,,,,
1,Sun,September 8,1:00PM ET,boxscore,W,,1-0,@,New York Giants,28,6,17,312,201,111,2,14,240,166,74,2,8.23,21.12,-7.83
2,Sun,September 15,1:00PM ET,boxscore,W,,2-0,,San Francisco 49ers,23,17,17,403,257,146,2,24,396,294,102,2,3.76,-0.86,4.39
3,Sun,September 22,1:00PM ET,boxscore,W,,3-0,,Houston Texans,34,7,19,274,156,118,,17,296,258,38,2,12.18,12.45,3.86
4,Sun,September 29,1:00PM ET,boxscore,W,,4-0,@,Green Bay Packers,31,29,22,374,254,120,3,24,465,379,86,4,0.52,4.43,-1.45
5,Sun,October 6,9:30AM ET,boxscore,W,,5-0,,New York Jets,23,17,17,253,171,82,2,17,254,218,36,3,-11.27,20.20,-6.06
7,Sun,October 20,1:00PM ET,boxscore,L,,5-1,,Detroit Lions,29,31,16,383,244,139,1,19,391,247,144,1,5.48,-6.31,-0.54
8,Thu,October 24,8:15PM ET,boxscore,L,,5-2,@,Los Angeles Rams,20,30,17,276,212,64,,26,386,279,107,1,6.94,-18.78,-0.25
9,Sun,November 3,8:20PM ET,boxscore,W,,6-2,,Indianapolis Colts,21,13,29,415,282,133,3,13,227,159,68,2,4.42,9.87,-4.04
10,Sun,November 10,1:00PM ET,boxscore,W,,7-2,@,Jacksonville Jaguars,12,7,28,402,233,169,3,10,143,87,56,3,-1.19,12.24,-5.31
11,Sun,November 17,1:00PM ET,boxscore,W,,8-2,@,Tennessee Titans,23,13,24,318,236,82,1,11,294,261,33,1,5.25,7.51,-3.94
12,Sun,November 24,1:00PM ET,boxscore,W,OT,9-2,@,Chicago Bears,30,27,22,452,328,124,1,20,398,320,78,1,11.47,-3.44,-3.03
