Week,Day,Date,,,,OT,Rec,,Opp,Tm,OppScore,1stD,TotYd,PassY,RushY,TOL,1stD,TotYd,DPassY,DRushY,TOG,Offense,Defense,Sp. Tms
10,Sun,November 12,4:25PM ET,boxscore,L,,2-8,@,Dallas Cowboys,17,49,16,172,61,111,1,32,640,472,168,2,-8.61,-31.00,8.00
11,Sun,November 19,1:00PM ET,boxscore,W,,3-8,@,Washington Commanders,31,19,13,292,201,91,,28,404,230,174,6,0.33,2.78,6.95
12,Sun,November 26,1:00PM ET,boxscore,W,,4-8,,New England Patriots,10,7,10,220,162,58,1,18,283,136,147,3,-12.44,12.51,2.86
14,Mon,December 11,8:15PM ET,boxscore,W,,5-8,,Green Bay Packers,24,22,18,367,158,209,2,19,326,203,123,3,2.39,-0.04,-0.20
15,Sun,December 17,1:00PM ET,boxscore,L,,5-9,@,New Orleans Saints,6,24,12,193,133,60,,20,296,209,87,,-15.39,-8.51,7.40
16,Mon,December 25,4:30PM ET,boxscore,L,,5-10,@,Philadelphia Eagles,25,33,14,292,186,106,1,28,465,295,170,2,-0.93,-10.41,3.34
17,Sun,December 31,1:00PM ET,boxscore,L,,5-11,,Los Angeles Rams,25,26,17,389,284,105,1,22,391,286,105,3,-4.35,-2.70,4.87
18,Sun,January 7,4:25PM ET,boxscore,W,,6-11,,Philadelphia Eagles,27,10,22,415,306,109,1,19,299,166,133,4,7.04,14.58,-4.08
,,,,,,,,,,,,,,,,,,,,,,,,
2,Sun,September 15,1:00PM ET,boxscore,L,,0-2,@,Washington Commanders,18,21,18,304,175,129,1,22,425,210,215,,6.93,-11.88,-0.31
3,Sun,September 22,1:00PM ET,boxscore,W,,1-2,@,Cleveland Browns,21,15,21,340,228,112,2,16,217,148,69,2,-2.96,17.99,-8.29
4,Thu,September 26,8:15PM ET,boxscore,L,,1-3,,Dallas Cowboys,15,20,16,303,277,26,1,14,293,213,80,,-0.76,-5.38,2.25
5,Sun,October 6,4:25PM ET,boxscore,W,,2-3,@,Seattle Seahawks,29,20,24,420,245,175,1,17,333,231,102,1,-1.17,5.39,7.07
6,Sun,October 13,8:20PM ET,boxscore,L,,2-4,,Cincinnati Bengals,7,17,24,309,190,119,1,13,304,183,121,1,-2.73,0.57,-8.07
7,Sun,October 20,1:00PM ET,boxscore,L,,2-5,,Philadelphia Eagles,3,28,10,119,43,76,,20,339,70,269,,-19.97,-6.49,2.06
8,Mon,October 28,8:15PM ET,boxscore,L,,2-6,@,Pittsburgh Steelers,18,26,17,394,237,157,2,20,426,259,167,1,-3.87,-6.78,0.04
9,Sun,November 3,1:00PM ET,boxscore,L,,2-7,,Washington Commanders,22,27,25,326,162,164,1,21,358,209,149,,10.44,-18.49,-0.72
10,Sun,November 10,9:30AM ET,boxscore,L,OT,2-8,@,Carolina Panthers,17,20,24,342,175,167,3,15,306,118,188,1,-2.48,3.90,-5.27
12,Sun,November 24,1:00PM ET,boxscore,L,,2-9,,Tampa Bay Buccaneers,7,30,17,245,169,76,1,24,451,294,157,1,-7.28,-19.82,7.47
